ward,precinct,total,Carol Smith Donovan (Bush),Carol Smith Donovan (Bush) Percent,Brian Timpone (Bush),Brian Timpone (Bush) Percent,Kathleen A. Thomas (Bush),Kathleen A. Thomas (Bush) Percent,Lora Drobetsky (Trump),Lora Drobetsky (Trump) Percent,Steve Trimble (Trump),Steve Trimble (Trump) Percent,John Simpson (Trump),John Simpson (Trump) Percent,Laura Lewandowski (Christie),Laura Lewandowski (Christie) Percent,Stephanie Guyett (Christie),Stephanie Guyett (Christie) Percent,Douglas Guyett (Christie),Douglas Guyett (Christie) Percent,James Francis Zangrilli (Cruz),James Francis Zangrilli (Cruz) Percent,Kerrie Reed (Cruz),Kerrie Reed (Cruz) Percent,Joshua Hammer (Cruz),Joshua Hammer (Cruz) Percent,Carl Segvich (Santorum),Carl Segvich (Santorum) Percent,Corinne Williams (Fiorina),Corinne Williams (Fiorina) Percent,Jeff Halm (Fiorina),Jeff Halm (Fiorina) Percent,Kathryn ''Kayte'' Malik (Fiorina),Kathryn ''Kayte'' Malik (Fiorina) Percent,Nancy J. Kimme (Kasich),Nancy J. Kimme (Kasich) Percent,William Dean Smithburg (Kasich),William Dean Smithburg (Kasich) Percent,Kreg T. Allison (Kasich),Kreg T. Allison (Kasich) Percent,Amanda B. Dechavez (Carson),Amanda B. Dechavez (Carson) Percent,Thomas Edward McDonough (Carson),Thomas Edward McDonough (Carson) Percent,Bruce John Schulte (Carson),Bruce John Schulte (Carson) Percent,Grace Austin (Paul),Grace Austin (Paul) Percent,Alberta Grossi-Antweiler (Paul),Alberta Grossi-Antweiler (Paul) Percent,Eloise Gerson (Rubio),Eloise Gerson (Rubio) Percent,Michael Rolfes (Rubio),Michael Rolfes (Rubio) Percent,Brendan Seyring (Rubio),Brendan Seyring (Rubio) Percent,precinct_id
29,26,37,0,0.0,0,0.0,1,2.7,1,2.7,1,2.7,2,5.41,0,0.0,0,0.0,0,0.0,0,0.0,2,5.41,3,8.11,0,0.0,0,0.0,0,0.0,0,0.0,6,16.22,5,13.51,6,16.22,1,2.7,1,2.7,2,5.41,1,2.7,1,2.7,1,2.7,2,5.41,1,2.7,29026
29,27,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,29027
29,28,5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,20.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,20.0,1,20.0,1,20.0,1,20.0,0,0.0,0,0.0,0,0.0,0,0.0,29028
29,33,6,0,0.0,0,0.0,0,0.0,1,16.67,1,16.67,1,16.67,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,16.67,1,16.67,0,0.0,0,0.0,1,16.67,29033
29,34,42,1,2.38,0,0.0,0,0.0,6,14.29,5,11.9,5,11.9,0,0.0,1,2.38,0,0.0,5,11.9,7,16.67,7,16.67,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,2.38,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,4.76,1,2.38,1,2.38,29034
29,35,4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,25.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,25.0,1,25.0,1,25.0,29035
29,36,10,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,10.0,2,20.0,2,20.0,0,0.0,0,0.0,0,0.0,0,0.0,2,20.0,1,10.0,2,20.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,29036
29,37,24,1,4.17,0,0.0,0,0.0,1,4.17,1,4.17,1,4.17,0,0.0,0,0.0,0,0.0,6,25.0,6,25.0,6,25.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,4.17,0,0.0,0,0.0,0,0.0,1,4.17,29037
29,40,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,1,33.33,1,33.33,29040
29,41,4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,25.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,25.0,1,25.0,1,25.0,29041
29,42,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,29042
29,43,27,0,0.0,0,0.0,0,0.0,2,7.41,2,7.41,1,3.7,0,0.0,1,3.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,3.7,4,14.81,4,14.81,5,18.52,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,7.41,3,11.11,2,7.41,29043
29,44,28,0,0.0,0,0.0,0,0.0,2,7.14,1,3.57,2,7.14,0,0.0,0,0.0,0,0.0,4,14.29,6,21.43,5,17.86,1,3.57,1,3.57,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,3.57,1,3.57,1,3.57,0,0.0,0,0.0,1,3.57,1,3.57,1,3.57,29044
36,5,62,1,1.61,2,3.23,1,1.61,6,9.68,7,11.29,7,11.29,1,1.61,0,0.0,1,1.61,4,6.45,6,9.68,7,11.29,2,3.23,0,0.0,0,0.0,1,1.61,3,4.84,3,4.84,2,3.23,2,3.23,1,1.61,0,0.0,1,1.61,0,0.0,2,3.23,1,1.61,1,1.61,36005
36,21,16,0,0.0,0,0.0,0,0.0,3,18.75,2,12.5,3,18.75,1,6.25,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,6.25,0,0.0,0,0.0,1,6.25,0,0.0,0,0.0,0,0.0,0,0.0,2,12.5,1,6.25,2,12.5,36021
37,1,26,5,19.23,1,3.85,2,7.69,3,11.54,3,11.54,2,7.69,0,0.0,1,3.85,0,0.0,1,3.85,2,7.69,1,3.85,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,7.69,1,3.85,2,7.69,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,37001
37,2,8,0,0.0,0,0.0,0,0.0,0,0.0,2,25.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,12.5,1,12.5,1,12.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,12.5,1,12.5,1,12.5,37002
37,3,14,0,0.0,0,0.0,1,7.14,1,7.14,1,7.14,1,7.14,0,0.0,0,0.0,0,0.0,2,14.29,2,14.29,2,14.29,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,14.29,2,14.29,0,0.0,37003
37,4,27,1,3.7,0,0.0,2,7.41,5,18.52,4,14.81,4,14.81,0,0.0,0,0.0,0,0.0,1,3.7,1,3.7,2,7.41,0,0.0,1,3.7,0,0.0,0,0.0,1,3.7,1,3.7,1,3.7,0,0.0,0,0.0,1,3.7,0,0.0,0,0.0,1,3.7,1,3.7,0,0.0,37004
37,5,11,0,0.0,0,0.0,0,0.0,1,9.09,1,9.09,1,9.09,1,9.09,0,0.0,0,0.0,1,9.09,2,18.18,2,18.18,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,9.09,0,0.0,0,0.0,0,0.0,0,0.0,1,9.09,0,0.0,0,0.0,0,0.0,0,0.0,37005
37,6,3,0,0.0,0,0.0,0,0.0,1,33.33,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,37006
37,7,11,0,0.0,0,0.0,0,0.0,2,18.18,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,18.18,1,9.09,0,0.0,0,0.0,0,0.0,0,0.0,1,9.09,0,0.0,1,9.09,0,0.0,3,27.27,1,9.09,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,37007
37,8,9,0,0.0,0,0.0,0,0.0,1,11.11,1,11.11,1,11.11,0,0.0,0,0.0,0,0.0,2,22.22,2,22.22,2,22.22,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,37008
37,9,15,0,0.0,0,0.0,0,0.0,2,13.33,2,13.33,2,13.33,0,0.0,0,0.0,0,0.0,1,6.67,1,6.67,1,6.67,0,0.0,0,0.0,0,0.0,1,6.67,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,13.33,2,13.33,1,6.67,37009
37,10,26,0,0.0,0,0.0,0,0.0,3,11.54,3,11.54,2,7.69,0,0.0,0,0.0,0,0.0,4,15.38,4,15.38,4,15.38,0,0.0,0,0.0,0,0.0,0,0.0,1,3.85,3,11.54,2,7.69,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,37010
37,11,11,0,0.0,0,0.0,0,0.0,0,0.0,1,9.09,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,18.18,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,9.09,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,18.18,3,27.27,2,18.18,37011
37,12,21,0,0.0,0,0.0,0,0.0,2,9.52,2,9.52,2,9.52,0,0.0,1,4.76,0,0.0,0,0.0,0,0.0,1,4.76,0,0.0,0,0.0,0,0.0,0,0.0,1,4.76,1,4.76,1,4.76,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,14.29,3,14.29,4,19.05,37012
37,13,14,0,0.0,0,0.0,0,0.0,1,7.14,0,0.0,1,7.14,0,0.0,1,7.14,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,21.43,1,7.14,1,7.14,1,7.14,2,14.29,1,7.14,0,0.0,0,0.0,1,7.14,0,0.0,1,7.14,37013
37,14,12,0,0.0,0,0.0,1,8.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,16.67,2,16.67,2,16.67,1,8.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,8.33,0,0.0,0,0.0,0,0.0,1,8.33,1,8.33,1,8.33,37014
37,15,8,0,0.0,0,0.0,0,0.0,0,0.0,3,37.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,12.5,1,12.5,0,0.0,0,0.0,0,0.0,0,0.0,1,12.5,1,12.5,1,12.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,37015
37,16,13,0,0.0,0,0.0,0,0.0,2,15.38,2,15.38,2,15.38,0,0.0,0,0.0,0,0.0,0,0.0,1,7.69,1,7.69,0,0.0,0,0.0,0,0.0,0,0.0,2,15.38,1,7.69,1,7.69,1,7.69,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,37016
37,17,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,37017
37,18,15,0,0.0,0,0.0,0,0.0,1,6.67,1,6.67,1,6.67,0,0.0,0,0.0,0,0.0,3,20.0,3,20.0,3,20.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,6.67,1,6.67,1,6.67,37018
37,19,16,0,0.0,0,0.0,0,0.0,2,12.5,1,6.25,1,6.25,0,0.0,1,6.25,0,0.0,1,6.25,3,18.75,1,6.25,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,6.25,2,12.5,0,0.0,1,6.25,1,6.25,1,6.25,0,0.0,0,0.0,37019
37,20,3,0,0.0,0,0.0,0,0.0,1,33.33,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,37020
37,21,26,1,3.85,0,0.0,0,0.0,3,11.54,2,7.69,1,3.85,0,0.0,0,0.0,0,0.0,2,7.69,7,26.92,5,19.23,1,3.85,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,7.69,1,3.85,1,3.85,37021
37,22,27,0,0.0,1,3.7,0,0.0,2,7.41,5,18.52,2,7.41,0,0.0,0,0.0,1,3.7,1,3.7,2,7.41,3,11.11,1,3.7,1,3.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,11.11,4,14.81,1,3.7,37022
37,23,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,37023
37,24,4,0,0.0,0,0.0,0,0.0,1,25.0,1,25.0,1,25.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,25.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,37024
37,25,6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,33.33,2,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,16.67,0,0.0,1,16.67,37025
37,26,16,0,0.0,0,0.0,0,0.0,3,18.75,3,18.75,3,18.75,0,0.0,0,0.0,0,0.0,1,6.25,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,6.25,0,0.0,1,6.25,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,6.25,2,12.5,1,6.25,37026
37,27,27,0,0.0,0,0.0,1,3.7,2,7.41,3,11.11,3,11.11,0,0.0,0,0.0,0,0.0,1,3.7,2,7.41,3,11.11,0,0.0,1,3.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,3.7,1,3.7,2,7.41,0,0.0,0,0.0,2,7.41,3,11.11,2,7.41,37027
37,28,13,0,0.0,0,0.0,1,7.69,4,30.77,4,30.77,4,30.77,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,37028
37,29,13,0,0.0,0,0.0,0,0.0,2,15.38,1,7.69,1,7.69,0,0.0,0,0.0,0,0.0,2,15.38,1,7.69,1,7.69,0,0.0,1,7.69,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,7.69,1,7.69,0,0.0,1,7.69,1,7.69,0,0.0,0,0.0,37029
37,30,6,1,16.67,1,16.67,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,16.67,0,0.0,0,0.0,0,0.0,1,16.67,0,0.0,0,0.0,1,16.67,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,16.67,0,0.0,0,0.0,0,0.0,0,0.0,37030
37,31,11,0,0.0,0,0.0,0,0.0,2,18.18,2,18.18,3,27.27,0,0.0,1,9.09,1,9.09,0,0.0,0,0.0,1,9.09,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,9.09,0,0.0,0,0.0,0,0.0,0,0.0,37031
37,32,8,1,12.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,25.0,2,25.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,25.0,0,0.0,0,0.0,0,0.0,1,12.5,0,0.0,0,0.0,37032
37,33,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,37033
37,34,9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,11.11,0,0.0,1,11.11,1,11.11,1,11.11,0,0.0,0,0.0,1,11.11,1,11.11,1,11.11,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,11.11,0,0.0,0,0.0,1,11.11,0,0.0,37034
37,35,6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,16.67,1,16.67,2,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,16.67,1,16.67,0,0.0,0,0.0,0,0.0,37035
37,36,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,50.0,1,50.0,37036
37,37,17,0,0.0,0,0.0,1,5.88,2,11.76,2,11.76,4,23.53,1,5.88,0,0.0,0,0.0,0,0.0,1,5.88,1,5.88,0,0.0,0,0.0,0,0.0,0,0.0,2,11.76,1,5.88,2,11.76,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,37037
37,38,12,0,0.0,0,0.0,0,0.0,3,25.0,3,25.0,3,25.0,0,0.0,0,0.0,0,0.0,0,0.0,1,8.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,8.33,1,8.33,0,0.0,37038
37,39,3,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,37039
37,40,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,0,0.0,0,0.0,0,0.0,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,37040
37,41,16,0,0.0,0,0.0,1,6.25,4,25.0,5,31.25,4,25.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,6.25,0,0.0,1,6.25,0,0.0,0,0.0,0,0.0,0,0.0,37041
42,1,336,3,0.89,4,1.19,6,1.79,37,11.01,35,10.42,35,10.42,1,0.3,4,1.19,2,0.6,5,1.49,12,3.57,12,3.57,0,0.0,1,0.3,1,0.3,1,0.3,52,15.48,41,12.2,53,15.77,1,0.3,0,0.0,0,0.0,0,0.0,1,0.3,12,3.57,9,2.68,8,2.38,42001
42,2,361,5,1.39,3,0.83,4,1.11,35,9.7,36,9.97,34,9.42,0,0.0,0,0.0,0,0.0,11,3.05,14,3.88,16,4.43,0,0.0,0,0.0,0,0.0,1,0.28,47,13.02,39,10.8,44,12.19,1,0.28,4,1.11,1,0.28,2,0.55,3,0.83,23,6.37,20,5.54,18,4.99,42002
42,3,212,4,1.89,1,0.47,0,0.0,19,8.96,21,9.91,21,9.91,2,0.94,2,0.94,0,0.0,10,4.72,12,5.66,14,6.6,2,0.94,1,0.47,0,0.0,0,0.0,29,13.68,26,12.26,26,12.26,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,9,4.25,6,2.83,7,3.3,42003
42,4,516,6,1.16,7,1.36,6,1.16,50,9.69,45,8.72,47,9.11,3,0.58,2,0.39,0,0.0,22,4.26,30,5.81,27,5.23,0,0.0,2,0.39,1,0.19,1,0.19,68,13.18,53,10.27,60,11.63,1,0.19,3,0.58,1,0.19,1,0.19,1,0.19,31,6.01,26,5.04,22,4.26,42004
42,5,256,1,0.39,1,0.39,2,0.78,21,8.2,20,7.81,20,7.81,1,0.39,1,0.39,0,0.0,4,1.56,9,3.52,8,3.13,0,0.0,1,0.39,1,0.39,1,0.39,45,17.58,36,14.06,40,15.63,1,0.39,0,0.0,0,0.0,1,0.39,0,0.0,15,5.86,15,5.86,12,4.69,42005
42,6,317,1,0.32,2,0.63,1,0.32,47,14.83,47,14.83,46,14.51,3,0.95,2,0.63,2,0.63,7,2.21,14,4.42,12,3.79,0,0.0,2,0.63,0,0.0,1,0.32,36,11.36,34,10.73,33,10.41,2,0.63,0,0.0,0,0.0,0,0.0,0,0.0,10,3.15,10,3.15,5,1.58,42006
42,7,426,3,0.7,4,0.94,3,0.7,44,10.33,44,10.33,45,10.56,2,0.47,1,0.23,0,0.0,16,3.76,23,5.4,21,4.93,0,0.0,3,0.7,0,0.0,0,0.0,56,13.15,43,10.09,49,11.5,0,0.0,0,0.0,0,0.0,1,0.23,1,0.23,26,6.1,20,4.69,21,4.93,42007
42,8,264,2,0.76,2,0.76,2,0.76,36,13.64,33,12.5,34,12.88,0,0.0,0,0.0,1,0.38,10,3.79,14,5.3,14,5.3,1,0.38,1,0.38,0,0.0,1,0.38,27,10.23,23,8.71,28,10.61,0,0.0,1,0.38,0,0.0,0,0.0,0,0.0,13,4.92,11,4.17,10,3.79,42008
42,9,271,1,0.37,2,0.74,3,1.11,25,9.23,30,11.07,27,9.96,1,0.37,1,0.37,1,0.37,9,3.32,15,5.54,15,5.54,0,0.0,2,0.74,2,0.74,1,0.37,27,9.96,23,8.49,25,9.23,1,0.37,2,0.74,2,0.74,2,0.74,1,0.37,16,5.9,20,7.38,17,6.27,42009
42,10,365,1,0.27,3,0.82,1,0.27,37,10.14,41,11.23,36,9.86,0,0.0,2,0.55,0,0.0,12,3.29,16,4.38,16,4.38,0,0.0,2,0.55,0,0.0,0,0.0,52,14.25,47,12.88,51,13.97,0,0.0,0,0.0,0,0.0,0,0.0,1,0.27,20,5.48,16,4.38,11,3.01,42010
42,11,343,3,0.87,4,1.17,6,1.75,42,12.24,38,11.08,36,10.5,2,0.58,2,0.58,1,0.29,13,3.79,23,6.71,22,6.41,2,0.58,1,0.29,0,0.0,1,0.29,36,10.5,26,7.58,36,10.5,2,0.58,2,0.58,3,0.87,3,0.87,3,0.87,11,3.21,14,4.08,11,3.21,42011
42,12,284,3,1.06,2,0.7,1,0.35,22,7.75,21,7.39,21,7.39,0,0.0,1,0.35,0,0.0,10,3.52,17,5.99,17,5.99,1,0.35,4,1.41,0,0.0,0,0.0,41,14.44,37,13.03,41,14.44,0,0.0,0,0.0,1,0.35,3,1.06,1,0.35,15,5.28,13,4.58,12,4.23,42012
42,13,361,2,0.55,3,0.83,2,0.55,44,12.19,46,12.74,46,12.74,3,0.83,2,0.55,2,0.55,13,3.6,18,4.99,18,4.99,0,0.0,0,0.0,1,0.28,1,0.28,40,11.08,37,10.25,36,9.97,1,0.28,0,0.0,0,0.0,2,0.55,0,0.0,14,3.88,15,4.16,15,4.16,42013
42,14,369,1,0.27,1,0.27,0,0.0,29,7.86,31,8.4,31,8.4,0,0.0,1,0.27,2,0.54,16,4.34,24,6.5,24,6.5,0,0.0,2,0.54,2,0.54,1,0.27,58,15.72,44,11.92,53,14.36,0,0.0,0,0.0,0,0.0,1,0.27,1,0.27,18,4.88,18,4.88,11,2.98,42014
42,15,261,2,0.77,1,0.38,1,0.38,18,6.9,20,7.66,15,5.75,1,0.38,2,0.77,1,0.38,10,3.83,15,5.75,12,4.6,0,0.0,2,0.77,0,0.0,0,0.0,45,17.24,35,13.41,43,16.48,0,0.0,1,0.38,1,0.38,1,0.38,1,0.38,13,4.98,12,4.6,9,3.45,42015
42,16,346,3,0.87,0,0.0,2,0.58,34,9.83,33,9.54,32,9.25,2,0.58,2,0.58,1,0.29,19,5.49,21,6.07,20,5.78,1,0.29,3,0.87,2,0.58,2,0.58,39,11.27,29,8.38,36,10.4,1,0.29,0,0.0,0,0.0,1,0.29,0,0.0,24,6.94,22,6.36,17,4.91,42016
42,17,522,3,0.57,2,0.38,2,0.38,56,10.73,54,10.34,51,9.77,1,0.19,0,0.0,2,0.38,14,2.68,22,4.21,22,4.21,0,0.0,1,0.19,1,0.19,2,0.38,80,15.33,70,13.41,72,13.79,1,0.19,2,0.38,2,0.38,1,0.19,1,0.19,23,4.41,20,3.83,17,3.26,42017
42,18,384,1,0.26,3,0.78,2,0.52,29,7.55,25,6.51,25,6.51,2,0.52,3,0.78,1,0.26,13,3.39,20,5.21,21,5.47,0,0.0,2,0.52,0,0.0,0,0.0,62,16.15,52,13.54,55,14.32,1,0.26,0,0.0,0,0.0,0,0.0,0,0.0,23,5.99,22,5.73,22,5.73,42018
42,19,468,8,1.71,2,0.43,5,1.07,54,11.54,56,11.97,51,10.9,1,0.21,1,0.21,0,0.0,13,2.78,25,5.34,23,4.91,0,0.0,5,1.07,2,0.43,3,0.64,55,11.75,45,9.62,52,11.11,0,0.0,0,0.0,3,0.64,2,0.43,1,0.21,23,4.91,19,4.06,19,4.06,42019
42,20,421,4,0.95,4,0.95,4,0.95,49,11.64,51,12.11,46,10.93,1,0.24,0,0.0,1,0.24,11,2.61,17,4.04,15,3.56,0,0.0,3,0.71,2,0.48,1,0.24,55,13.06,42,9.98,45,10.69,0,0.0,1,0.24,0,0.0,2,0.48,0,0.0,25,5.94,22,5.23,20,4.75,42020
