ward,precinct,total,Brandon Johnson (Elizabeth Warren),Brandon Johnson (Elizabeth Warren) Percent,Jamie Brown (Elizabeth Warren),Jamie Brown (Elizabeth Warren) Percent,Frederick ''Fritz'' Kaegi (Elizabeth W,Frederick ''Fritz'' Kaegi (Elizabeth W Percent,Mony Ruiz Velasco (Elizabeth Warren),Mony Ruiz Velasco (Elizabeth Warren) Percent,Marlon D. Harris (Elizabeth Warren),Marlon D. Harris (Elizabeth Warren) Percent,Harlene Ellin (Elizabeth Warren),Harlene Ellin (Elizabeth Warren) Percent,Mihir Garud (Elizabeth Warren),Mihir Garud (Elizabeth Warren) Percent,Benetta Mansfield (Elizabeth Warren),Benetta Mansfield (Elizabeth Warren) Percent,Mary Ann Abbott (Andrew Yang),Mary Ann Abbott (Andrew Yang) Percent,Elizabeth Henricks (Andrew Yang),Elizabeth Henricks (Andrew Yang) Percent,Steven Dyme (Andrew Yang),Steven Dyme (Andrew Yang) Percent,Yvonne O'Connor (Andrew Yang),Yvonne O'Connor (Andrew Yang) Percent,Peter Wojda IV (Andrew Yang),Peter Wojda IV (Andrew Yang) Percent,Rudyard ''Rudy'' Urian (Andrew Yang),Rudyard ''Rudy'' Urian (Andrew Yang) Percent,Marty Castro (Pete Buttigieg),Marty Castro (Pete Buttigieg) Percent,Eric Davis (Pete Buttigieg),Eric Davis (Pete Buttigieg) Percent,Thomas Gary (Pete Buttigieg),Thomas Gary (Pete Buttigieg) Percent,Marla Izbicky (Pete Buttigieg),Marla Izbicky (Pete Buttigieg) Percent,Amalia Mahoney (Pete Buttigieg),Amalia Mahoney (Pete Buttigieg) Percent,Cristal Thomas Gary (Pete Buttigieg),Cristal Thomas Gary (Pete Buttigieg) Percent,Claudia Moreno-Nunez (Bernie Sanders),Claudia Moreno-Nunez (Bernie Sanders) Percent,Julie Lehrman (Bernie Sanders),Julie Lehrman (Bernie Sanders) Percent,Martese Luzette Chism (Bernie Sanders),Martese Luzette Chism (Bernie Sanders) Percent,Ojus Khanolkar (Bernie Sanders),Ojus Khanolkar (Bernie Sanders) Percent,Dominique Coronel (Bernie Sanders),Dominique Coronel (Bernie Sanders) Percent,Miguel Bautista (Bernie Sanders),Miguel Bautista (Bernie Sanders) Percent,Ronald Lawless (Bernie Sanders),Ronald Lawless (Bernie Sanders) Percent,Tim Thomas (Bernie Sanders),Tim Thomas (Bernie Sanders) Percent,Barton Moy (Amy J. Klobuchar),Barton Moy (Amy J. Klobuchar) Percent,Gail M. Silver (Amy J. Klobuchar),Gail M. Silver (Amy J. Klobuchar) Percent,Joan L. Long (Amy J. Klobuchar),Joan L. Long (Amy J. Klobuchar) Percent,Addison Woodward (Amy J. Klobuchar),Addison Woodward (Amy J. Klobuchar) Percent,Ann Henstrand (Amy J. Klobuchar),Ann Henstrand (Amy J. Klobuchar) Percent,Jennifer Vincent (Amy J. Klobuchar),Jennifer Vincent (Amy J. Klobuchar) Percent,Markayle Tolliver (Amy J. Klobuchar),Markayle Tolliver (Amy J. Klobuchar) Percent,Thomas A. (Tom) Ciavarella (Amy J. Klo,Thomas A. (Tom) Ciavarella (Amy J. Klo Percent,precinct_id
28,17,935,11,1.18,14,1.5,8,0.86,3,0.32,10,1.07,5,0.53,5,0.53,6,0.64,3,0.32,7,0.75,1,0.11,5,0.53,2,0.21,2,0.21,0,0.0,3,0.32,5,0.53,4,0.43,1,0.11,1,0.11,34,3.64,25,2.67,27,2.89,25,2.67,31,3.32,24,2.57,27,2.89,27,2.89,1,0.11,3,0.32,0,0.0,2,0.21,1,0.11,2,0.21,1,0.11,2,0.21,28017
28,18,1044,14,1.34,17,1.63,13,1.25,7,0.67,13,1.25,6,0.57,5,0.48,12,1.15,8,0.77,8,0.77,5,0.48,5,0.48,5,0.48,1,0.1,4,0.38,6,0.57,7,0.67,2,0.19,2,0.19,6,0.57,32,3.07,31,2.97,26,2.49,22,2.11,37,3.54,24,2.3,23,2.2,25,2.39,3,0.29,3,0.29,2,0.19,2,0.19,3,0.29,1,0.1,0,0.0,1,0.1,28018
28,19,1135,13,1.15,15,1.32,12,1.06,14,1.23,9,0.79,8,0.7,8,0.7,5,0.44,4,0.35,9,0.79,2,0.18,2,0.18,4,0.35,2,0.18,7,0.62,4,0.35,3,0.26,4,0.35,2,0.18,3,0.26,84,7.4,84,7.4,75,6.61,76,6.7,71,6.26,75,6.61,68,5.99,67,5.9,3,0.26,2,0.18,2,0.18,2,0.18,4,0.35,1,0.09,1,0.09,3,0.26,28019
28,20,1029,29,2.82,22,2.14,11,1.07,12,1.17,14,1.36,12,1.17,14,1.36,15,1.46,6,0.58,4,0.39,7,0.68,3,0.29,3,0.29,4,0.39,2,0.19,7,0.68,4,0.39,1,0.1,5,0.49,1,0.1,33,3.21,28,2.72,24,2.33,26,2.53,27,2.62,30,2.92,27,2.62,24,2.33,2,0.19,1,0.1,2,0.19,4,0.39,0,0.0,2,0.19,5,0.49,2,0.19,28020
28,21,983,17,1.73,12,1.22,8,0.81,2,0.2,7,0.71,5,0.51,5,0.51,5,0.51,8,0.81,2,0.2,4,0.41,3,0.31,1,0.1,0,0.0,2,0.2,3,0.31,4,0.41,1,0.1,1,0.1,1,0.1,27,2.75,24,2.44,20,2.03,23,2.34,23,2.34,19,1.93,16,1.63,16,1.63,2,0.2,0,0.0,0,0.0,2,0.2,1,0.1,1,0.1,1,0.1,2,0.2,28021
28,22,1404,24,1.71,19,1.35,13,0.93,12,0.85,18,1.28,14,1.0,15,1.07,18,1.28,8,0.57,8,0.57,12,0.85,7,0.5,4,0.28,3,0.21,1,0.07,5,0.36,3,0.21,4,0.28,5,0.36,3,0.21,83,5.91,76,5.41,78,5.56,72,5.13,83,5.91,87,6.2,81,5.77,81,5.77,0,0.0,1,0.07,0,0.0,1,0.07,2,0.14,1,0.07,1,0.07,2,0.14,28022
28,23,1431,19,1.33,20,1.4,9,0.63,7,0.49,5,0.35,9,0.63,3,0.21,7,0.49,6,0.42,7,0.49,6,0.42,10,0.7,5,0.35,1,0.07,5,0.35,11,0.77,6,0.42,4,0.28,3,0.21,6,0.42,39,2.73,43,3.0,28,1.96,29,2.03,38,2.66,33,2.31,29,2.03,26,1.82,0,0.0,7,0.49,4,0.28,1,0.07,4,0.28,6,0.42,3,0.21,4,0.28,28023
28,24,884,14,1.58,11,1.24,6,0.68,8,0.9,14,1.58,4,0.45,5,0.57,9,1.02,8,0.9,6,0.68,5,0.57,2,0.23,0,0.0,1,0.11,4,0.45,6,0.68,1,0.11,1,0.11,5,0.57,3,0.34,33,3.73,23,2.6,22,2.49,21,2.38,19,2.15,23,2.6,17,1.92,17,1.92,0,0.0,0,0.0,0,0.0,0,0.0,2,0.23,3,0.34,2,0.23,4,0.45,28024
28,25,1787,32,1.79,22,1.23,13,0.73,7,0.39,14,0.78,8,0.45,8,0.45,14,0.78,8,0.45,10,0.56,6,0.34,6,0.34,4,0.22,0,0.0,8,0.45,11,0.62,8,0.45,2,0.11,3,0.17,6,0.34,50,2.8,56,3.13,53,2.97,52,2.91,66,3.69,58,3.25,51,2.85,44,2.46,3,0.17,3,0.17,1,0.06,3,0.17,2,0.11,3,0.17,3,0.17,4,0.22,28025
28,26,931,20,2.15,16,1.72,5,0.54,5,0.54,17,1.83,8,0.86,5,0.54,5,0.54,8,0.86,8,0.86,3,0.32,5,0.54,0,0.0,1,0.11,3,0.32,6,0.64,2,0.21,3,0.32,0,0.0,1,0.11,21,2.26,19,2.04,16,1.72,11,1.18,18,1.93,17,1.83,14,1.5,13,1.4,1,0.11,3,0.32,2,0.21,1,0.11,1,0.11,2,0.21,1,0.11,5,0.54,28026
28,27,1490,22,1.48,19,1.28,20,1.34,18,1.21,14,0.94,27,1.81,18,1.21,18,1.21,8,0.54,6,0.4,7,0.47,4,0.27,3,0.2,5,0.34,8,0.54,4,0.27,4,0.27,4,0.27,5,0.34,2,0.13,89,5.97,79,5.3,77,5.17,77,5.17,80,5.37,83,5.57,74,4.97,71,4.77,11,0.74,6,0.4,6,0.4,5,0.34,4,0.27,7,0.47,4,0.27,6,0.4,28027
28,28,1966,19,0.97,13,0.66,18,0.92,19,0.97,16,0.81,20,1.02,16,0.81,26,1.32,10,0.51,8,0.41,7,0.36,4,0.2,4,0.2,2,0.1,12,0.61,7,0.36,7,0.36,7,0.36,6,0.31,10,0.51,105,5.34,100,5.09,97,4.93,95,4.83,102,5.19,99,5.04,95,4.83,90,4.58,5,0.25,8,0.41,6,0.31,4,0.2,5,0.25,7,0.36,5,0.25,7,0.36,28028
28,29,534,6,1.12,5,0.94,5,0.94,3,0.56,7,1.31,4,0.75,3,0.56,4,0.75,5,0.94,4,0.75,2,0.37,2,0.37,0,0.0,0,0.0,0,0.0,2,0.37,1,0.19,1,0.19,1,0.19,1,0.19,19,3.56,17,3.18,16,3.0,13,2.43,16,3.0,17,3.18,12,2.25,11,2.06,0,0.0,1,0.19,1,0.19,2,0.37,0,0.0,0,0.0,0,0.0,0,0.0,28029
28,30,247,2,0.81,2,0.81,1,0.4,1,0.4,2,0.81,0,0.0,0,0.0,1,0.4,0,0.0,1,0.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.4,1,0.4,1,0.4,9,3.64,6,2.43,4,1.62,5,2.02,5,2.02,7,2.83,6,2.43,6,2.43,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,28030
28,31,1373,20,1.46,15,1.09,6,0.44,7,0.51,13,0.95,8,0.58,5,0.36,8,0.58,13,0.95,8,0.58,8,0.58,11,0.8,3,0.22,8,0.58,7,0.51,9,0.66,2,0.15,8,0.58,5,0.36,5,0.36,36,2.62,33,2.4,27,1.97,27,1.97,32,2.33,32,2.33,28,2.04,24,1.75,1,0.07,3,0.22,7,0.51,5,0.36,5,0.36,8,0.58,0,0.0,5,0.36,28031
28,32,1072,13,1.21,14,1.31,11,1.03,4,0.37,9,0.84,4,0.37,5,0.47,6,0.56,6,0.56,2,0.19,2,0.19,3,0.28,1,0.09,5,0.47,2,0.19,3,0.28,2,0.19,1,0.09,0,0.0,1,0.09,39,3.64,35,3.26,35,3.26,33,3.08,29,2.71,30,2.8,29,2.71,28,2.61,0,0.0,0,0.0,1,0.09,1,0.09,0,0.0,2,0.19,0,0.0,1,0.09,28032
28,33,1130,26,2.3,9,0.8,3,0.27,2,0.18,13,1.15,5,0.44,4,0.35,8,0.71,4,0.35,6,0.53,3,0.27,3,0.27,0,0.0,1,0.09,2,0.18,5,0.44,3,0.27,0,0.0,2,0.18,4,0.35,40,3.54,36,3.19,30,2.65,29,2.57,28,2.48,29,2.57,28,2.48,24,2.12,1,0.09,0,0.0,1,0.09,1,0.09,1,0.09,2,0.18,0,0.0,0,0.0,28033
28,34,1852,25,1.35,21,1.13,18,0.97,16,0.86,15,0.81,9,0.49,8,0.43,10,0.54,9,0.49,4,0.22,4,0.22,5,0.27,4,0.22,7,0.38,6,0.32,6,0.32,6,0.32,3,0.16,6,0.32,2,0.11,85,4.59,64,3.46,65,3.51,60,3.24,74,4.0,71,3.83,60,3.24,58,3.13,1,0.05,2,0.11,4,0.22,1,0.05,3,0.16,3,0.16,2,0.11,5,0.27,28034
28,35,1112,19,1.71,16,1.44,6,0.54,6,0.54,11,0.99,5,0.45,4,0.36,6,0.54,10,0.9,3,0.27,2,0.18,3,0.27,0,0.0,3,0.27,4,0.36,7,0.63,1,0.09,1,0.09,1,0.09,2,0.18,44,3.96,43,3.87,44,3.96,42,3.78,46,4.14,46,4.14,41,3.69,35,3.15,4,0.36,2,0.18,2,0.18,4,0.36,1,0.09,1,0.09,1,0.09,4,0.36,28035
28,36,634,14,2.21,11,1.74,6,0.95,2,0.32,8,1.26,5,0.79,3,0.47,0,0.0,3,0.47,4,0.63,4,0.63,1,0.16,3,0.47,1,0.16,0,0.0,2,0.32,0,0.0,2,0.32,1,0.16,0,0.0,22,3.47,20,3.15,20,3.15,16,2.52,19,3.0,19,3.0,12,1.89,16,2.52,1,0.16,2,0.32,0,0.0,1,0.16,1,0.16,1,0.16,0,0.0,3,0.47,28036
28,37,1315,31,2.36,18,1.37,9,0.68,11,0.84,10,0.76,12,0.91,9,0.68,9,0.68,11,0.84,6,0.46,4,0.3,6,0.46,1,0.08,2,0.15,5,0.38,6,0.46,6,0.46,3,0.23,3,0.23,2,0.15,31,2.36,28,2.13,22,1.67,26,1.98,37,2.81,28,2.13,29,2.21,22,1.67,3,0.23,6,0.46,1,0.08,3,0.23,0,0.0,3,0.23,3,0.23,4,0.3,28037
28,38,366,10,2.73,3,0.82,1,0.27,3,0.82,2,0.55,0,0.0,1,0.27,3,0.82,2,0.55,2,0.55,1,0.27,0,0.0,0,0.0,0,0.0,1,0.27,1,0.27,0,0.0,0,0.0,0,0.0,1,0.27,11,3.01,11,3.01,11,3.01,13,3.55,11,3.01,16,4.37,9,2.46,9,2.46,1,0.27,1,0.27,0,0.0,2,0.55,0,0.0,3,0.82,0,0.0,2,0.55,28038
28,39,718,11,1.53,12,1.67,4,0.56,2,0.28,7,0.97,3,0.42,2,0.28,5,0.7,3,0.42,2,0.28,2,0.28,2,0.28,2,0.28,1,0.14,2,0.28,0,0.0,3,0.42,0,0.0,2,0.28,0,0.0,19,2.65,16,2.23,20,2.79,19,2.65,18,2.51,16,2.23,12,1.67,13,1.81,0,0.0,1,0.14,1,0.14,0,0.0,0,0.0,1,0.14,0,0.0,0,0.0,28039
28,40,1447,23,1.59,22,1.52,9,0.62,5,0.35,15,1.04,9,0.62,7,0.48,9,0.62,8,0.55,4,0.28,3,0.21,2,0.14,3,0.21,1,0.07,3,0.21,5,0.35,6,0.41,3,0.21,1,0.07,2,0.14,36,2.49,36,2.49,34,2.35,30,2.07,42,2.9,40,2.76,32,2.21,35,2.42,2,0.14,0,0.0,4,0.28,3,0.21,3,0.21,4,0.28,1,0.07,1,0.07,28040
28,41,870,23,2.64,13,1.49,8,0.92,8,0.92,12,1.38,9,1.03,8,0.92,7,0.8,3,0.34,3,0.34,3,0.34,5,0.57,1,0.11,2,0.23,5,0.57,3,0.34,6,0.69,4,0.46,0,0.0,3,0.34,26,2.99,23,2.64,21,2.41,19,2.18,21,2.41,24,2.76,19,2.18,25,2.87,0,0.0,4,0.46,0,0.0,2,0.23,1,0.11,2,0.23,0,0.0,1,0.11,28041
28,42,981,11,1.12,10,1.02,6,0.61,2,0.2,8,0.82,11,1.12,5,0.51,9,0.92,3,0.31,1,0.1,1,0.1,2,0.2,1,0.1,0,0.0,1,0.1,7,0.71,3,0.31,1,0.1,2,0.2,0,0.0,29,2.96,20,2.04,16,1.63,18,1.83,25,2.55,23,2.34,21,2.14,21,2.14,2,0.2,2,0.2,0,0.0,3,0.31,0,0.0,0,0.0,0,0.0,0,0.0,28042
28,43,1241,31,2.5,26,2.1,14,1.13,10,0.81,20,1.61,16,1.29,9,0.73,15,1.21,14,1.13,9,0.73,4,0.32,5,0.4,2,0.16,5,0.4,1,0.08,4,0.32,7,0.56,3,0.24,2,0.16,4,0.32,31,2.5,28,2.26,25,2.01,17,1.37,25,2.01,26,2.1,26,2.1,19,1.53,3,0.24,4,0.32,1,0.08,1,0.08,0,0.0,3,0.24,1,0.08,1,0.08,28043
28,44,874,16,1.83,14,1.6,5,0.57,1,0.11,4,0.46,5,0.57,4,0.46,4,0.46,5,0.57,1,0.11,2,0.23,3,0.34,0,0.0,3,0.34,1,0.11,3,0.34,3,0.34,1,0.11,1,0.11,3,0.34,24,2.75,22,2.52,20,2.29,18,2.06,19,2.17,17,1.95,24,2.75,18,2.06,1,0.11,1,0.11,6,0.69,1,0.11,1,0.11,3,0.34,0,0.0,2,0.23,28044
28,45,1476,23,1.56,19,1.29,21,1.42,18,1.22,16,1.08,18,1.22,22,1.49,21,1.42,5,0.34,4,0.27,1,0.07,4,0.27,4,0.27,1,0.07,7,0.47,9,0.61,4,0.27,6,0.41,3,0.2,5,0.34,81,5.49,83,5.62,79,5.35,78,5.28,79,5.35,75,5.08,71,4.81,71,4.81,4,0.27,2,0.14,2,0.14,1,0.07,1,0.07,2,0.14,1,0.07,0,0.0,28045
28,46,2536,22,0.87,23,0.91,25,0.99,32,1.26,21,0.83,29,1.14,29,1.14,20,0.79,10,0.39,9,0.35,6,0.24,10,0.39,5,0.2,6,0.24,15,0.59,8,0.32,8,0.32,7,0.28,9,0.35,8,0.32,190,7.49,177,6.98,171,6.74,162,6.39,172,6.78,183,7.22,163,6.43,153,6.03,4,0.16,4,0.16,4,0.16,3,0.12,3,0.12,4,0.16,2,0.08,3,0.12,28046
29,1,2052,41,2.0,19,0.93,18,0.88,21,1.02,21,1.02,19,0.93,15,0.73,20,0.97,9,0.44,9,0.44,3,0.15,9,0.44,3,0.15,6,0.29,7,0.34,10,0.49,6,0.29,5,0.24,8,0.39,3,0.15,83,4.04,78,3.8,76,3.7,69,3.36,74,3.61,80,3.9,73,3.56,69,3.36,6,0.29,3,0.15,3,0.15,4,0.19,4,0.19,8,0.39,4,0.19,3,0.15,29001
29,2,1833,38,2.07,17,0.93,6,0.33,7,0.38,11,0.6,9,0.49,5,0.27,11,0.6,15,0.82,7,0.38,9,0.49,3,0.16,4,0.22,3,0.16,7,0.38,8,0.44,7,0.38,3,0.16,3,0.16,5,0.27,52,2.84,45,2.45,36,1.96,34,1.85,46,2.51,40,2.18,44,2.4,39,2.13,6,0.33,7,0.38,3,0.16,3,0.16,0,0.0,6,0.33,2,0.11,3,0.16,29002
29,3,1490,38,2.55,17,1.14,21,1.41,10,0.67,19,1.28,12,0.81,9,0.6,14,0.94,10,0.67,8,0.54,3,0.2,8,0.54,3,0.2,3,0.2,5,0.34,7,0.47,4,0.27,3,0.2,2,0.13,3,0.2,36,2.42,32,2.15,24,1.61,27,1.81,31,2.08,28,1.88,30,2.01,27,1.81,2,0.13,1,0.07,1,0.07,2,0.13,3,0.2,7,0.47,1,0.07,4,0.27,29003
29,4,1759,43,2.44,24,1.36,11,0.63,9,0.51,19,1.08,9,0.51,10,0.57,14,0.8,7,0.4,8,0.45,5,0.28,3,0.17,2,0.11,5,0.28,5,0.28,11,0.63,6,0.34,2,0.11,3,0.17,3,0.17,65,3.7,55,3.13,53,3.01,46,2.62,53,3.01,55,3.13,54,3.07,46,2.62,6,0.34,5,0.28,5,0.28,3,0.17,1,0.06,2,0.11,3,0.17,1,0.06,29004
29,5,911,22,2.41,22,2.41,9,0.99,7,0.77,8,0.88,12,1.32,6,0.66,10,1.1,6,0.66,2,0.22,4,0.44,6,0.66,4,0.44,8,0.88,4,0.44,6,0.66,5,0.55,1,0.11,3,0.33,2,0.22,36,3.95,29,3.18,27,2.96,26,2.85,33,3.62,31,3.4,29,3.18,30,3.29,1,0.11,1,0.11,4,0.44,0,0.0,1,0.11,2,0.22,2,0.22,3,0.33,29005
29,6,1068,22,2.06,13,1.22,7,0.66,7,0.66,11,1.03,10,0.94,5,0.47,10,0.94,8,0.75,5,0.47,1,0.09,5,0.47,1,0.09,4,0.37,5,0.47,5,0.47,2,0.19,1,0.09,1,0.09,6,0.56,26,2.43,26,2.43,24,2.25,25,2.34,28,2.62,29,2.72,27,2.53,25,2.34,2,0.19,2,0.19,0,0.0,1,0.09,1,0.09,4,0.37,0,0.0,2,0.19,29006
29,7,1695,38,2.24,21,1.24,16,0.94,10,0.59,19,1.12,12,0.71,7,0.41,17,1.0,3,0.18,5,0.29,1,0.06,5,0.29,1,0.06,5,0.29,8,0.47,5,0.29,5,0.29,2,0.12,2,0.12,4,0.24,71,4.19,62,3.66,58,3.42,52,3.07,65,3.83,65,3.83,55,3.24,57,3.36,0,0.0,3,0.18,1,0.06,0,0.0,2,0.12,2,0.12,1,0.06,0,0.0,29007
29,8,1136,29,2.55,21,1.85,7,0.62,8,0.7,16,1.41,7,0.62,5,0.44,9,0.79,9,0.79,9,0.79,3,0.26,4,0.35,1,0.09,2,0.18,4,0.35,10,0.88,4,0.35,2,0.18,2,0.18,3,0.26,40,3.52,38,3.35,25,2.2,30,2.64,28,2.46,29,2.55,26,2.29,25,2.2,2,0.18,5,0.44,1,0.09,3,0.26,2,0.18,2,0.18,2,0.18,3,0.26,29008
29,9,8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,29009
29,10,2318,55,2.37,22,0.95,22,0.95,18,0.78,20,0.86,24,1.04,14,0.6,12,0.52,11,0.47,6,0.26,7,0.3,13,0.56,5,0.22,14,0.6,7,0.3,13,0.56,10,0.43,8,0.35,12,0.52,8,0.35,83,3.58,87,3.75,69,2.98,69,2.98,76,3.28,75,3.24,61,2.63,49,2.11,7,0.3,9,0.39,6,0.26,4,0.17,9,0.39,7,0.3,2,0.09,1,0.04,29010
29,11,693,23,3.32,13,1.88,9,1.3,6,0.87,9,1.3,9,1.3,6,0.87,8,1.15,2,0.29,3,0.43,0,0.0,5,0.72,2,0.29,3,0.43,1,0.14,4,0.58,3,0.43,0,0.0,1,0.14,1,0.14,15,2.16,13,1.88,11,1.59,11,1.59,15,2.16,15,2.16,15,2.16,12,1.73,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.14,0,0.0,0,0.0,29011
29,12,1875,46,2.45,23,1.23,19,1.01,13,0.69,21,1.12,16,0.85,12,0.64,21,1.12,10,0.53,7,0.37,4,0.21,6,0.32,1,0.05,3,0.16,3,0.16,1,0.05,0,0.0,3,0.16,4,0.21,4,0.21,62,3.31,55,2.93,53,2.83,48,2.56,58,3.09,56,2.99,45,2.4,45,2.4,3,0.16,5,0.27,1,0.05,1,0.05,3,0.16,2,0.11,3,0.16,1,0.05,29012
29,13,1444,42,2.91,20,1.39,18,1.25,12,0.83,18,1.25,12,0.83,9,0.62,17,1.18,9,0.62,9,0.62,7,0.48,9,0.62,5,0.35,4,0.28,6,0.42,9,0.62,2,0.14,2,0.14,3,0.21,1,0.07,49,3.39,40,2.77,32,2.22,34,2.35,42,2.91,39,2.7,35,2.42,32,2.22,1,0.07,0,0.0,4,0.28,0,0.0,2,0.14,3,0.21,1,0.07,3,0.21,29013
29,14,1425,35,2.46,15,1.05,7,0.49,9,0.63,14,0.98,7,0.49,6,0.42,8,0.56,13,0.91,7,0.49,8,0.56,9,0.63,5,0.35,3,0.21,2,0.14,8,0.56,6,0.42,2,0.14,2,0.14,2,0.14,41,2.88,32,2.25,26,1.82,28,1.96,33,2.32,33,2.32,25,1.75,30,2.11,3,0.21,2,0.14,3,0.21,3,0.21,3,0.21,4,0.28,1,0.07,4,0.28,29014
29,15,1732,45,2.6,27,1.56,17,0.98,9,0.52,15,0.87,9,0.52,7,0.4,11,0.64,16,0.92,13,0.75,6,0.35,4,0.23,0,0.0,2,0.12,4,0.23,1,0.06,0,0.0,0,0.0,2,0.12,1,0.06,44,2.54,42,2.42,31,1.79,33,1.91,42,2.42,35,2.02,30,1.73,25,1.44,1,0.06,0,0.0,0,0.0,1,0.06,0,0.0,0,0.0,0,0.0,2,0.12,29015
29,16,1380,22,1.59,6,0.43,6,0.43,5,0.36,17,1.23,9,0.65,4,0.29,8,0.58,6,0.43,3,0.22,3,0.22,4,0.29,3,0.22,1,0.07,4,0.29,1,0.07,4,0.29,2,0.14,3,0.22,1,0.07,36,2.61,28,2.03,22,1.59,23,1.67,28,2.03,28,2.03,27,1.96,24,1.74,0,0.0,1,0.07,4,0.29,3,0.22,0,0.0,2,0.14,1,0.07,5,0.36,29016
29,17,1474,24,1.63,22,1.49,13,0.88,10,0.68,16,1.09,9,0.61,5,0.34,12,0.81,10,0.68,4,0.27,3,0.2,5,0.34,1,0.07,1,0.07,3,0.2,4,0.27,4,0.27,2,0.14,0,0.0,0,0.0,45,3.05,39,2.65,32,2.17,26,1.76,34,2.31,35,2.37,31,2.1,25,1.7,2,0.14,4,0.27,2,0.14,0,0.0,3,0.2,4,0.27,2,0.14,1,0.07,29017
29,18,1371,30,2.19,28,2.04,15,1.09,15,1.09,20,1.46,13,0.95,14,1.02,11,0.8,7,0.51,11,0.8,9,0.66,4,0.29,6,0.44,3,0.22,5,0.36,6,0.44,6,0.44,1,0.07,4,0.29,7,0.51,58,4.23,50,3.65,48,3.5,47,3.43,48,3.5,53,3.87,42,3.06,42,3.06,3,0.22,2,0.15,1,0.07,3,0.22,4,0.29,6,0.44,2,0.15,2,0.15,29018
29,19,1518,43,2.83,30,1.98,18,1.19,14,0.92,18,1.19,17,1.12,13,0.86,13,0.86,9,0.59,11,0.72,8,0.53,7,0.46,3,0.2,2,0.13,5,0.33,4,0.26,7,0.46,4,0.26,3,0.2,2,0.13,41,2.7,34,2.24,34,2.24,25,1.65,37,2.44,23,1.52,32,2.11,23,1.52,3,0.2,4,0.26,6,0.4,3,0.2,3,0.2,1,0.07,0,0.0,5,0.33,29019
29,20,1486,34,2.29,21,1.41,16,1.08,12,0.81,19,1.28,15,1.01,10,0.67,18,1.21,12,0.81,8,0.54,6,0.4,7,0.47,2,0.13,7,0.47,5,0.34,7,0.47,5,0.34,3,0.2,3,0.2,3,0.2,43,2.89,33,2.22,28,1.88,31,2.09,34,2.29,34,2.29,33,2.22,26,1.75,2,0.13,1,0.07,4,0.27,4,0.27,2,0.13,6,0.4,2,0.13,5,0.34,29020
29,21,1625,42,2.58,27,1.66,25,1.54,8,0.49,20,1.23,11,0.68,9,0.55,11,0.68,17,1.05,10,0.62,8,0.49,10,0.62,5,0.31,6,0.37,6,0.37,10,0.62,6,0.37,5,0.31,2,0.12,7,0.43,53,3.26,47,2.89,43,2.65,36,2.22,42,2.58,44,2.71,39,2.4,37,2.28,2,0.12,2,0.12,3,0.18,1,0.06,3,0.18,4,0.25,2,0.12,1,0.06,29021
29,22,1168,31,2.65,14,1.2,14,1.2,9,0.77,14,1.2,12,1.03,8,0.68,11,0.94,9,0.77,7,0.6,5,0.43,7,0.6,7,0.6,2,0.17,11,0.94,10,0.86,5,0.43,5,0.43,7,0.6,8,0.68,55,4.71,47,4.02,39,3.34,39,3.34,44,3.77,52,4.45,45,3.85,38,3.25,4,0.34,5,0.43,4,0.34,4,0.34,3,0.26,5,0.43,3,0.26,4,0.34,29022
29,24,1292,30,2.32,19,1.47,8,0.62,8,0.62,12,0.93,13,1.01,4,0.31,11,0.85,7,0.54,5,0.39,1,0.08,10,0.77,2,0.15,1,0.08,5,0.39,4,0.31,2,0.15,1,0.08,1,0.08,3,0.23,53,4.1,44,3.41,44,3.41,39,3.02,51,3.95,44,3.41,35,2.71,39,3.02,1,0.08,2,0.15,4,0.31,2,0.15,0,0.0,3,0.23,1,0.08,2,0.15,29024
29,25,1833,46,2.51,25,1.36,15,0.82,13,0.71,22,1.2,13,0.71,10,0.55,14,0.76,6,0.33,9,0.49,5,0.27,3,0.16,2,0.11,5,0.27,3,0.16,9,0.49,6,0.33,2,0.11,4,0.22,2,0.11,61,3.33,48,2.62,46,2.51,45,2.45,45,2.45,49,2.67,41,2.24,41,2.24,1,0.05,3,0.16,1,0.05,1,0.05,4,0.22,3,0.16,3,0.16,3,0.16,29025
